1,589.348022
2,588.978943
3,589.009460
4,588.339600
5,587.759521
6,587.798218
7,587.953064
8,587.955872
9,588.184814
10,588.337646
11,598.995850
12,608.600281
13,617.171326
14,625.183899
15,632.690308
16,639.351746
17,645.153320
18,650.472595
19,656.291016
20,660.757812
21,688.744812
22,714.427795
23,737.548218
24,757.922607
25,777.106445
26,793.553650
27,808.531128
28,821.453979
29,834.392700
30,844.994812
31,868.511047
32,889.599304
33,908.582886
34,926.348755
35,941.615356
36,955.359253
37,967.592651
38,978.509277
39,987.343872
40,995.497375
41,1067.040894
42,1130.969727
43,1187.884644
44,1238.601440
45,1285.635864
46,1326.520386
47,1363.609009
48,1395.697632
49,1425.673950
50,1450.343384
51,1424.352905
52,1401.340332
53,1380.352905
54,1360.289185
55,1342.462891
56,1325.569824
57,1309.508301
58,1295.191895
59,1281.252197
60,1268.425903
61,1229.299683
62,1193.739990
63,1160.315674
64,1131.521118
65,1104.143555
66,1079.016357
67,1056.204712
68,1034.986694
69,1015.103882
70,996.332764
71,978.946472
72,962.759705
73,947.059998
74,933.048889
75,919.243591
76,905.459167
77,892.408569
78,880.000305
79,867.294067
80,855.515320
81,824.474792
82,795.522827
83,770.002808
84,745.412720
85,722.603760
86,701.674683
87,681.954285
88,663.947266
89,645.710571
90,629.868958
91,629.895508
92,629.193909
93,627.807922
94,624.865234
95,621.270874
96,616.559570
97,612.143188
98,606.441833
99,600.573975
100,592.953979
101,600.668579
102,605.992126
103,607.832336
104,607.939270
105,605.784363
106,601.482300
107,595.025513
108,587.418457
109,578.729431
110,568.330566
111,542.975159
112,519.260986
113,495.839569
114,474.276093
115,454.091949
116,433.708130
117,414.206696
118,396.086182
119,379.648804
120,362.832703
121,359.196167
122,355.871948
123,350.718536
124,344.888885
125,337.528992
126,329.039062
127,320.087952
128,311.572784
129,302.618561
130,293.030090
131,287.415558
132,281.086884
133,273.660095
134,266.574860
135,258.812836
136,249.730713
137,240.942261
138,232.153702
139,222.907196
140,214.266449
141,200.945419
142,188.280365
143,177.347153
144,166.547943
145,156.071854
146,146.181641
147,137.342468
148,129.065842
149,121.678238
150,114.629120
151,105.645348
152,98.431252
153,91.428810
154,84.830383
155,79.240135
156,74.542976
157,70.136368
158,66.070801
159,61.608109
160,58.007732
161,54.677422
162,51.629025
163,49.091068
164,46.682701
165,44.236088
166,42.137508
167,41.186317
168,38.788834
169,36.977596
170,35.146599
171,35.058014
172,35.698605
173,36.237789
174,37.043732
175,37.080437
176,37.139557
177,36.883911
178,36.703884
179,35.762573
180,34.895985
181,33.458057
182,31.847044
183,30.163143
184,29.442034
185,28.460747
186,26.888836
187,25.969854
188,25.100657
189,24.282560
190,23.518230
191,23.149916
192,22.615601
193,22.187462
194,22.459818
195,22.096785
196,21.725187
197,21.482693
198,20.842651
199,20.460661
200,20.567438
201,19.978142
202,19.540356
203,19.164465
204,18.931608
205,18.772463
206,18.543596
207,18.958605
208,18.623419
209,18.547537
210,18.051254
211,18.360825
212,18.698570
213,18.385689
214,18.264709
215,18.033895
216,17.811661
217,18.318415
218,18.172037
219,18.294758
220,18.044949
221,17.903913
222,18.201679
223,18.319984
224,18.335653
225,18.386984
226,18.325975
227,18.103441
228,17.887642
229,17.490099
230,17.345669
231,17.272934
232,17.286301
233,17.312313
234,17.105204
235,16.545818
236,16.224636
237,16.239738
238,15.845883
239,15.604630
240,15.567940
241,15.421199
242,16.129168
243,15.726562
244,15.853608
245,15.548420
246,15.406514
247,15.410563
248,15.204997
249,15.006949
250,14.803053
251,15.285017
252,15.353180
253,15.013145
254,14.920889
255,15.145446
256,15.173268
257,14.913780
258,14.479522
259,14.373713
260,14.243713
261,14.012121
262,14.119964
263,13.757282
264,13.785381
265,13.818902
266,13.624159
267,13.623361
268,13.758450
269,13.534962
270,13.199889
271,13.310694
272,13.272048
273,13.255524
274,13.043484
275,13.333041
276,13.440125
277,13.532938
278,13.340813
279,13.127168
280,12.807479
281,12.476536
282,12.416785
283,12.148264
284,12.067906
285,11.963085
286,11.664020
287,11.642500
288,11.651756
289,11.202813
290,10.964208
291,10.851397
292,11.389489
293,11.291966
294,11.269150
295,11.243475
296,11.005000
297,10.946095
298,10.945811
299,10.930726
300,10.935551
301,10.593159
302,10.592037
303,10.506293
304,10.260037
305,10.489761
306,10.365091
307,10.593286
308,10.502931
309,10.508909
310,10.639524
311,10.274661
312,10.375282
313,10.992783
314,11.694643
315,11.574548
316,11.352531
317,11.055048
318,11.453269
319,11.666646
320,11.457670
321,11.118378
322,10.882811
323,10.924212
324,10.722864
325,10.808951
326,10.841309
327,10.706644
328,10.769802
329,10.791882
330,10.664094
331,10.554997
332,10.539772
333,10.778178
334,10.691939
335,10.681480
336,10.748218
337,10.745145
338,10.965799
339,10.767269
340,10.714366
341,10.917844
342,10.604096
343,10.664923
344,10.735400
345,10.812258
346,10.711535
347,10.736073
348,10.592800
349,10.649912
350,10.533971
351,10.492561
352,10.546191
353,10.428988
354,10.155216
355,10.076711
356,9.830426
357,9.713344
358,9.484395
359,9.579829
360,9.434124
361,9.256825
362,9.015286
363,8.703358
364,9.037714
365,9.283538
366,8.991745
367,9.018773
368,9.057726
369,8.875968
370,9.222127
371,9.312775
372,9.664307
373,9.482869
374,9.103703
375,9.460524
376,9.536456
377,9.613518
378,9.523537
379,9.407108
380,9.460363
381,9.286737
382,9.005097
383,9.214324
384,9.582834
385,9.371179
386,9.282651
387,8.997818
388,8.615121
389,8.459540
390,8.339466
391,8.435961
392,8.313929
393,8.402444
394,8.527563
395,8.350828
396,8.154431
397,8.284526
398,8.112694
399,8.419842
400,8.374622
401,8.269435
402,8.270494
403,8.288034
404,8.430545
405,8.364908
406,8.425290
407,8.429678
408,8.181924
409,8.210498
410,8.296886
411,8.597288
412,8.594217
413,8.783871
414,8.587145
415,8.607697
416,8.726075
417,8.577319
418,8.496475
419,8.784736
420,8.517612
421,8.676123
422,8.564841
423,8.634064
424,8.293022
425,8.315464
426,8.367647
427,8.527032
428,8.428006
429,8.404737
430,8.436383
431,8.434277
432,8.379892
433,8.314634
434,8.305766
435,8.211159
436,8.119988
437,7.915029
438,7.800358
439,7.678794
440,7.582484
441,7.661175
442,7.590503
443,7.446885
444,7.468437
445,7.528433
446,7.454187
447,7.530229
448,7.294321
449,7.215641
450,6.992819
451,6.977362
452,6.983891
453,7.027659
454,6.927587
455,6.875942
456,6.828568
457,6.831851
458,6.809694
459,6.857061
460,6.674485
461,6.470795
462,6.359505
463,6.428130
464,6.447436
465,6.449068
466,6.457088
467,6.392958
468,6.575378
469,6.746574
470,6.610130
471,6.545273
472,6.611229
473,6.440178
474,6.458973
475,6.495359
476,6.460329
477,6.229753
478,6.293871
479,6.209859
480,6.101963
481,6.010925
482,6.039813
483,5.948239
484,6.014833
485,6.083353
486,6.034017
487,5.863609
488,5.813390
489,5.850565
490,5.866053
491,5.936767
492,5.893290
493,5.763385
494,5.820130
495,5.839728
496,5.729854
497,5.640437
498,5.544495
499,5.490308
500,5.452093
501,5.403998
502,5.429550
503,5.429848
504,5.523779
505,5.473222
506,5.536608
507,5.433234
508,5.428490
509,5.415808
510,5.395555
511,5.396975
512,5.528985
513,5.456690
514,5.435082
515,5.572909
516,5.620326
517,5.742844
518,5.646466
519,5.706828
520,5.799387
521,5.865283
522,5.824615
523,5.642262
524,5.606438
525,5.652719
526,5.640127
527,5.489567
528,5.552362
529,5.493035
530,5.491853
531,5.562723
532,5.497368
533,5.392220
534,5.371514
535,5.209883
536,5.097614
537,5.017588
538,5.006775
539,4.937434
540,4.881731
541,4.888457
542,4.892177
543,4.906284
544,4.943418
545,5.078886
546,5.090297
547,5.030602
548,5.075215
549,5.144547
550,5.144400
551,5.075686
552,4.813383
553,4.809915
554,4.737945
555,4.727326
556,4.780553
557,4.679549
558,4.645475
559,4.707024
560,4.663698
561,4.652288
562,4.596217
563,4.748147
564,4.696841
565,4.569952
566,4.410534
567,4.311546
568,4.286219
569,4.225838
570,4.076243
571,4.144598
572,4.218058
573,4.154943
574,4.136607
575,4.144296
576,4.146701
577,4.202703
578,4.209096
579,4.280999
580,4.325717
581,4.300938
582,4.382174
583,4.455257
584,4.367002
585,4.398756
586,4.372129
587,4.285974
588,4.277033
589,4.351880
590,4.265618
591,4.273187
592,4.226327
593,4.258665
594,4.149900
595,4.183397
596,4.058608
597,4.025140
598,4.004310
599,3.952583
600,3.860110
601,3.915498
